"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2005",-18.18028,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2006",-17.10688,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2007",-18.99586,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2008",-5.489177,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2009",11.02174,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2010",13.10242,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2011",7.913877,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2012",11.94921,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2013",7.566374,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2014",10.23872,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2015",8.86846,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2016",6.128661,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2017",4.847412,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2018",9.076439,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2019",9.270609,
"IRL","HHFT","NETBALANCE","PC_NHHDI","A","2020",19.00515,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","1995",2.108498,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","1996",2.751871,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","1997",0.3411654,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","1998",3.696787,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","1999",2.332741,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2000",1.096827,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2001",-1.819158,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2002",3.367813,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2003",2.890066,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2004",1.359492,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2005",4.004301,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2006",-7.942488,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2007",-7.519296,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2008",-5.015577,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2009",0.0459187,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2010",-1.215937,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2011",-2.553812,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2012",-1.857136,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2013",-3.197534,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2014",0.2041385,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2015",0.3691537,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2016",-2.233526,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2017",-1.420578,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2018",-2.161207,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2019",0.5022624,
"NOR","HHFT","NETBALANCE","PC_NHHDI","A","2020",4.568048,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","1995",10.19594,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","1996",2.654212,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","1997",2.494865,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","1998",3.223305,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","1999",2.076511,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2000",-2.597949,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2001",-0.6185626,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2002",-0.7322334,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2003",1.463459,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2004",-1.41913,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2005",-4.83985,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2006",-5.035743,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2007",-4.124832,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2008",-2.414202,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2009",4.100627,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2010",0.0166076,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2011",-3.748178,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2012",-2.900331,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2013",-1.806852,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2014",-2.515383,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2015",-3.946887,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2016",-4.286962,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2017",-2.981425,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2018",-4.871214,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2019",0.7450965,
"FIN","HHFT","NETBALANCE","PC_NHHDI","A","2020",1.784954,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","1995",4.681945,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","1996",2.943523,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","1997",0.7050036,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","1998",5.743547,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","1999",-2.021789,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2000",-1.590848,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2001",-1.450359,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2002",-5.066102,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2003",-9.506087,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2004",-9.137279,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2005",-9.188239,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2006",-12.85682,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2007",-12.13889,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2008",-3.041739,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2009",4.736744,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2010",4.183969,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2011",11.66796,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2012",11.84672,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2013",5.532269,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2014",7.543116,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2015",7.153669,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2016",4.381332,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2017",5.60874,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2018",6.15979,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2019",4.952597,
"EST","HHFT","NETBALANCE","PC_NHHDI","A","2020",7.368274,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2008",11.37024,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2009",13.40948,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2010",8.675364,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2011",8.657161,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2012",9.131736,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2013",11.08061,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2014",11.18965,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2015",10.83165,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2016",7.877466,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2017",5.805498,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2018",5.967821,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2019",9.234002,
"KOR","HHFT","NETBALANCE","PC_NHHDI","A","2020",18.79891,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","1995",14.38421,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","1996",16.90807,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","1997",13.17617,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","1998",14.28059,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","1999",11.81711,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2000",13.31174,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2001",14.55662,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2002",9.881702,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2003",15.21303,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2004",13.2904,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2005",8.475204,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2006",6.698793,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2007",3.866999,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2008",2.822035,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2009",14.4221,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2010",8.703092,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2011",8.413384,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2012",6.447139,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2013",3.557009,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2014",2.403046,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2015",4.556557,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2016",2.759506,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2017",-0.6355254,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2018",0.3867624,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2019",1.357869,
"BEL","HHFT","NETBALANCE","PC_NHHDI","A","2020",10.81141,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","1995",10.23026,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","1996",8.12873,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","1997",6.407528,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","1998",2.443781,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","1999",0.8492005,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2000",-0.3849759,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2001",-0.507868,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2002",-1.366534,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2003",-2.554138,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2004",-2.988545,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2005",-4.78493,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2006",-6.530741,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2007",-7.785874,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2008",-4.255813,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2009",3.776143,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2010",1.712422,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2011",4.595911,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2012",3.158363,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2013",4.68219,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2014",3.880196,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2015",4.044728,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2016",3.964958,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2017",2.020511,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2018",1.28417,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2019",4.159679,
"ESP","HHFT","NETBALANCE","PC_NHHDI","A","2020",11.33925,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","1995",15.84894,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","1996",16.97351,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","1997",14.9391,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","1998",16.60958,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","1999",12.26498,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2000",10.05411,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2001",9.319076,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2002",5.329611,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2003",1.664017,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2004",4.712737,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2005",6.714692,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2006",5.975907,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2007",3.429649,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2008",2.621484,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2009",5.95573,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2010",8.580918,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2011",9.490891,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2012",9.632742,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2013",8.97393,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2014",10.42595,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2015",15.33297,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2016",10.25331,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2017",10.23225,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2018",11.74051,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2019",9.203941,
"HUN","HHFT","NETBALANCE","PC_NHHDI","A","2020",12.89437,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","1995",-1.959848,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","1996",-5.164355,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","1997",-9.160645,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","1998",-7.46197,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","1999",-10.26754,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2000",-11.92215,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2001",-4.725874,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2002",-2.250011,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2003",-2.428409,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2004",-7.373082,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2005",-12.32,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2006",-11.92386,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2007",-13.48642,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2008",-10.87367,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2009",-1.57138,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2010",0.6967456,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2011",-1.553675,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2012",1.268958,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2013",1.548916,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2014",-3.186945,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2015",2.92983,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2016",4.634559,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2017",4.022084,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2018",3.647409,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2019",-0.0395757,
"DNK","HHFT","NETBALANCE","PC_NHHDI","A","2020",2.118321,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","1995",6.336415,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","1996",4.052898,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","1997",4.146415,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","1998",0.6195644,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","1999",1.675205,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2000",1.497874,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2001",3.714888,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2002",5.957619,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2003",0.538316,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2004",0.3732417,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2005",2.030771,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2006",-1.396384,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2007",-3.77344,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2008",-5.111062,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2009",1.463923,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2010",2.220309,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2011",1.416787,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2012",1.99665,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2013",4.284034,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2014",2.578021,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2015",0.9208212,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2016",-0.9283426,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2017",-0.462329,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2018",1.573059,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2019",1.956929,
"LUX","HHFT","NETBALANCE","PC_NHHDI","A","2020",13.33096,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","1995",6.250897,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","1996",6.06615,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","1997",3.613372,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","1998",4.423937,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","1999",-6.218379,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2000",0.2318005,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2001",4.03157,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2002",-1.199883,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2003",1.492228,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2004",-0.173658,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2005",-0.1823821,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2006",-2.132092,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2007",6.420968,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2008",11.4421,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2009",6.295529,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2010",10.07414,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2011",12.50051,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2012",9.989329,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2013",4.832911,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2014",8.927553,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2015",8.98387,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2016",2.343905,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2017",5.629671,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2018",6.321767,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2019",10.63722,
"USA","HHFT","NETBALANCE","PC_NHHDI","A","2020",15.53774,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","1995",7.081358,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","1996",17.06436,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","1997",11.36515,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","1998",7.024814,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","1999",3.882373,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2000",2.084723,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2001",1.213564,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2002",-1.015906,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2003",0.2233996,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2004",0.2967419,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2005",-1.358158,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2006",-0.525645,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2007",0.437814,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2008",-0.1423109,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2009",1.977128,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2010",2.74811,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2011",0.3746784,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2012",1.346925,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2013",-0.411539,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2014",0.8435535,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2015",2.67434,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2016",2.570872,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2017",1.307991,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2018",3.659356,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2019",3.514999,
"SVK","HHFT","NETBALANCE","PC_NHHDI","A","2020",4.203247,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","1995",12.15478,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","1996",9.039992,
"JPN","HHFT","NETBALANCE","PC_NHHDI","A","1997",10.22893,
